Date,Amount,lag_1,lag_2,lag_3,rolling_mean_7,rolling_std_7
2023-05-12,90.0,200.0,320.0,50.0,125.71428571428571,99.13915184512415
2023-05-12,50.0,90.0,200.0,320.0,122.85714285714286,101.2775535700878
2023-05-12,80.0,50.0,90.0,200.0,125.71428571428571,99.47481136065174
2023-05-12,140.0,80.0,50.0,90.0,132.85714285714286,98.27076298239481
2023-05-12,60.0,140.0,80.0,50.0,134.28571428571428,96.92903638867593
2023-05-12,100.0,60.0,140.0,80.0,102.85714285714286,51.86980037049798
2023-05-12,60.0,100.0,60.0,140.0,82.85714285714286,30.93772546813925
2023-05-12,140.0,60.0,100.0,60.0,90.0,37.85938897199
2023-05-12,80.0,140.0,60.0,100.0,94.28571428571429,34.08672412984082
2023-05-12,40.0,80.0,140.0,60.0,88.57142857142857,39.76119189550891
2023-05-12,50.0,40.0,80.0,140.0,75.71428571428571,34.57221565415182
2023-05-12,60.0,50.0,40.0,80.0,75.71428571428571,34.57221565415182
2023-05-12,40.0,60.0,50.0,40.0,67.14285714285714,34.98298906338046
2023-05-12,140.0,40.0,60.0,50.0,78.57142857142857,44.131837120361716
2023-05-12,140.0,140.0,40.0,60.0,78.57142857142857,44.131837120361716
2023-05-12,60.0,140.0,140.0,40.0,75.71428571428571,44.66808810814696
2023-05-12,120.0,60.0,140.0,140.0,87.14285714285714,44.23960733485276
2023-05-12,120.0,120.0,60.0,140.0,97.14285714285714,42.31401884098584
2023-05-10,40.0,120.0,120.0,60.0,94.28571428571429,45.77377082169663
2023-05-10,50.0,40.0,120.0,120.0,95.71428571428571,43.91550328267388
2023-05-10,90.0,50.0,40.0,120.0,88.57142857142857,39.339789623460746
2023-05-10,39.4,90.0,50.0,40.0,74.2,35.62040613654505
2023-05-10,29.25,39.4,90.0,50.0,69.80714285714285,39.36297359797996
2023-05-10,223.2,29.25,39.4,90.0,84.55,69.2642825223248
2023-05-10,270.0,223.2,29.25,39.4,105.97857142857143,98.91575479982029
2023-05-10,40.0,270.0,223.2,29.25,105.97857142857143,98.91575479982029
2023-05-10,320.0,40.0,270.0,223.2,144.55,123.12814801389855
2023-05-10,50.0,320.0,40.0,270.0,138.8357142857143,126.95056358771023
2023-05-10,80.0,50.0,320.0,40.0,144.6357142857143,122.49991399413553
2023-05-10,140.0,80.0,50.0,320.0,160.45714285714286,111.79801514550866
2023-05-10,60.0,140.0,80.0,50.0,137.14285714285714,113.53623294118647
2023-05-10,0.0,60.0,140.0,80.0,98.57142857142857,106.52520381401841
2023-05-10,200.0,0.0,60.0,140.0,121.42857142857143,108.99978156377895
2023-05-10,270.0,200.0,0.0,60.0,114.28571428571429,94.49111825230223
2023-05-10,140.0,270.0,200.0,0.0,127.14285714285714,90.31690238898813
2023-05-10,80.0,140.0,270.0,200.0,127.14285714285714,90.31690238898813
2023-05-10,240.0,80.0,140.0,270.0,141.42857142857142,100.07140307942565
2023-05-10,180.0,240.0,80.0,140.0,158.57142857142858,93.88442743226858
2023-05-10,50.0,180.0,240.0,80.0,165.71428571428572,80.79957567073373
2023-05-09,90.0,50.0,180.0,240.0,150.0,83.66600265340264
2023-05-09,50.0,90.0,50.0,180.0,118.57142857142857,71.51423434733015
2023-05-09,120.0,50.0,90.0,50.0,115.71428571428571,70.91242083422738
2023-05-09,240.0,120.0,50.0,90.0,138.57142857142858,82.34653836653696
2023-05-09,50.0,240.0,120.0,50.0,111.42857142857143,74.25823667637715
2023-05-09,40.0,50.0,240.0,120.0,91.42857142857143,71.5142343473299
2023-05-09,120.0,40.0,50.0,240.0,101.42857142857143,69.62484504555945
2023-05-09,140.0,120.0,40.0,50.0,108.57142857142857,70.81162132224371
2023-05-09,60.0,140.0,120.0,40.0,110.0,69.52217871537444
2023-05-09,100.0,60.0,140.0,120.0,107.14285714285714,69.45365018347594
2023-05-09,0.0,100.0,60.0,140.0,72.85714285714286,49.23220007077285
2023-05-09,270.0,0.0,100.0,60.0,104.28571428571429,87.53230696093804
2023-05-09,90.0,270.0,0.0,100.0,111.42857142857143,83.35237877600241
2023-05-08,100.0,90.0,270.0,0.0,108.57142857142857,83.3523787760024
2023-05-08,140.0,100.0,90.0,270.0,108.57142857142857,83.3523787760024
2023-05-08,50.0,140.0,100.0,90.0,107.14285714285714,84.40266301372634
2023-05-08,330.0,50.0,140.0,100.0,140.0,118.88369666750988
2023-05-08,80.0,330.0,50.0,140.0,151.42857142857142,106.36863125134634
2023-05-08,140.0,80.0,330.0,50.0,132.85714285714286,92.68482179124771
2023-05-08,50.0,140.0,80.0,330.0,127.14285714285714,96.90446940402357
2023-05-08,80.0,50.0,140.0,80.0,124.28571428571429,98.12528434899221
2023-05-08,140.0,80.0,50.0,140.0,124.28571428571429,98.12528434899221
2023-05-08,60.0,140.0,80.0,50.0,125.71428571428571,96.92903638867583
2023-05-08,80.0,60.0,140.0,80.0,90.0,36.05551275462748
2023-05-08,60.0,80.0,60.0,140.0,87.14285714285714,37.73340063933577
2023-05-08,140.0,60.0,80.0,60.0,87.14285714285714,37.73340063933577
2023-05-08,120.0,140.0,60.0,80.0,97.14285714285714,35.45621041710423
2023-05-08,140.0,120.0,140.0,60.0,105.71428571428571,37.79644730091113
2023-05-08,150.0,140.0,120.0,140.0,107.14285714285714,39.46064947694073
2023-05-08,60.0,150.0,140.0,120.0,107.14285714285714,39.46064947694073
2023-05-08,90.0,60.0,150.0,140.0,108.57142857142857,38.48314411468362
2023-05-08,80.0,90.0,60.0,150.0,111.42857142857143,34.846602621846
2023-05-08,0.0,80.0,90.0,60.0,91.42857142857143,51.77791402665317
2023-05-08,70.0,0.0,80.0,90.0,84.28571428571429,50.615262143980445
2023-05-08,50.0,70.0,0.0,80.0,71.42857142857143,45.250624831245474
2023-05-08,40.0,50.0,70.0,0.0,55.714285714285715,29.92052966170816
2023-05-08,40.0,40.0,50.0,70.0,52.857142857142854,30.39423504233299
2023-05-08,80.0,40.0,40.0,50.0,51.42857142857143,28.535691936323733
2023-05-08,120.0,80.0,40.0,40.0,57.142857142857146,37.73340063933528
2023-05-08,140.0,120.0,80.0,40.0,77.14285714285714,39.46064947694026
2023-05-08,60.0,140.0,120.0,80.0,75.71428571428571,39.94043183588758
2023-05-08,90.0,60.0,140.0,120.0,81.42857142857143,38.48314411468318
2023-05-08,140.0,90.0,60.0,140.0,95.71428571428571,39.09694909542865
2023-05-08,450.0,140.0,90.0,60.0,154.28571428571428,133.89761547006955
2023-05-08,120.0,450.0,140.0,90.0,160.0,131.02162671355387
2023-05-06,150.0,120.0,450.0,140.0,164.28571428571428,129.98168369134663
2023-05-06,100.0,150.0,120.0,450.0,158.57142857142858,132.0894357911269
2023-05-06,150.0,100.0,150.0,120.0,171.42857142857142,125.09044347038764
2023-05-06,200.0,150.0,100.0,150.0,187.14285714285714,119.96031089687708
2023-05-06,270.0,200.0,150.0,100.0,205.71428571428572,121.49857925878801
2023-05-06,50.0,270.0,200.0,150.0,148.57142857142858,71.04659772021614
2023-05-06,40.0,50.0,270.0,200.0,137.14285714285714,81.99883855158367
2023-05-06,120.0,40.0,50.0,270.0,132.85714285714286,81.99883855158365
2023-05-06,60.0,120.0,40.0,50.0,127.14285714285714,85.96787882968464
2023-05-06,140.0,60.0,120.0,40.0,125.71428571428571,85.6070758090158
2023-05-06,80.0,140.0,60.0,120.0,108.57142857142857,80.08923594519332
2023-05-06,50.0,80.0,140.0,60.0,77.14285714285714,38.606685826101256
2023-05-06,120.0,50.0,80.0,140.0,87.14285714285714,39.4606494769405
2023-05-06,40.0,120.0,50.0,80.0,87.14285714285714,39.4606494769405
2023-05-06,60.0,40.0,120.0,50.0,78.57142857142857,37.60699023166854
2023-05-06,140.0,60.0,40.0,120.0,90.0,42.817441928873386
2023-05-06,80.0,140.0,60.0,40.0,81.42857142857143,36.709931185145926
2023-05-06,40.0,80.0,140.0,60.0,75.71428571428571,39.94043183588769
2023-05-06,60.0,40.0,80.0,140.0,77.14285714285714,39.036002917929764
2023-05-06,140.0,60.0,40.0,80.0,80.0,43.204937989375324
2023-05-06,80.0,140.0,60.0,40.0,85.71428571428571,39.52094080236284
2023-05-06,40.0,80.0,140.0,60.0,82.85714285714286,42.3140188409857
2023-05-06,140.0,40.0,80.0,140.0,82.85714285714286,42.3140188409857
2023-05-06,60.0,140.0,40.0,80.0,80.0,43.20493798937532
2023-05-06,80.0,60.0,140.0,40.0,85.71428571428571,39.52094080236283
2023-05-06,60.0,80.0,60.0,140.0,85.71428571428571,39.52094080236283
2023-05-06,140.0,60.0,80.0,60.0,85.71428571428571,39.52094080236283
2023-05-06,50.0,140.0,60.0,80.0,81.42857142857143,41.80453381653896
2023-05-06,40.0,50.0,140.0,60.0,81.42857142857143,41.80453381653896
2023-05-06,50.0,40.0,50.0,140.0,68.57142857142857,33.87652649871494
2023-05-06,80.0,50.0,40.0,50.0,71.42857142857143,33.87652649871498
2023-05-05,80.0,80.0,50.0,40.0,71.42857142857143,33.87652649871498
2023-05-05,140.0,80.0,80.0,50.0,82.85714285714286,41.9182878603356
2023-05-05,60.0,140.0,80.0,80.0,71.42857142857143,33.87652649871498
2023-05-05,270.0,60.0,140.0,80.0,102.85714285714286,80.56349167256415
2023-05-05,80.0,270.0,60.0,140.0,108.57142857142857,76.68736780560087
2023-05-05,140.0,80.0,270.0,60.0,121.42857142857143,72.67016155858965
2023-05-05,223.2,140.0,80.0,270.0,141.8857142857143,78.94866324752174
2023-05-05,29.25,223.2,140.0,80.0,134.6357142857143,87.45129460774484
2023-05-05,39.4,29.25,223.2,140.0,120.26428571428572,94.41192859964201
2023-05-05,0.0,39.4,29.25,223.2,111.69285714285715,103.11732972917461
2023-05-05,39.4,0.0,39.4,29.25,78.75,77.85412106411428
2023-05-05,29.25,39.4,0.0,39.4,71.5,80.05033312443129
2023-05-05,257.8,29.25,39.4,0.0,88.32857142857142,105.26266296405777
2023-05-05,240.0,257.8,29.25,39.4,90.72857142857143,108.97627363001922
2023-05-05,50.0,240.0,257.8,29.25,93.69285714285715,107.29450292136111
2023-05-05,90.0,50.0,240.0,257.8,100.92142857142858,104.70022229020418
2023-05-05,250.0,90.0,50.0,240.0,136.6357142857143,107.1475101370563
2023-05-05,60.0,250.0,90.0,50.0,139.57857142857145,104.27620317032168
2023-05-05,270.0,60.0,250.0,90.0,173.9714285714286,101.48763002266946
2023-05-05,40.0,270.0,60.0,250.0,142.85714285714286,104.83547200482933
2023-05-05,40.0,40.0,270.0,60.0,114.28571428571429,101.13640011672632
2023-05-05,120.0,40.0,40.0,270.0,124.28571428571429,97.10083124551802
2023-05-05,90.0,120.0,40.0,40.0,124.28571428571429,97.10083124551802
2023-05-05,90.0,90.0,120.0,40.0,101.42857142857143,79.8808636717925
2023-05-05,500.0,90.0,90.0,120.0,164.28571428571428,167.21813526619636
2023-05-04,200.0,500.0,90.0,90.0,154.28571428571428,161.84943032101555
2023-05-04,90.0,200.0,500.0,90.0,161.42857142857142,156.99560200087845
2023-05-04,50.0,90.0,200.0,500.0,162.85714285714286,155.74704766749846
2023-05-04,80.0,50.0,90.0,200.0,157.14285714285714,158.29448144879225
2023-05-04,140.0,80.0,50.0,90.0,164.28571428571428,155.86929811620143
2023-05-04,50.0,140.0,80.0,50.0,158.57142857142858,159.73191827022205
2023-05-04,40.0,50.0,140.0,80.0,92.85714285714286,58.22779568621253
2023-05-04,90.0,40.0,50.0,140.0,77.14285714285714,34.50327796710474
2023-05-04,0.0,90.0,40.0,50.0,64.28571428571429,44.293394111355404
2023-05-04,0.0,0.0,90.0,40.0,57.142857142857146,50.56820005835626
2023-05-04,50.0,0.0,0.0,90.0,52.857142857142854,49.56957592255493
2023-05-04,50.0,50.0,0.0,0.0,40.0,31.622776601669052
2023-05-04,140.0,50.0,50.0,0.0,52.857142857142854,49.56957592255493
2023-05-04,60.0,140.0,50.0,50.0,55.714285714285715,49.28053803044882
2023-05-04,80.0,60.0,140.0,50.0,54.285714285714285,48.255273583003444
2023-05-04,140.0,80.0,60.0,140.0,74.28571428571429,50.94347941824544
2023-05-04,100.0,140.0,80.0,60.0,88.57142857142857,39.339789623460916
2023-05-04,120.0,100.0,140.0,80.0,98.57142857142857,36.70993118514625
2023-05-04,50.0,120.0,100.0,140.0,98.57142857142857,36.70993118514625
2023-05-04,300.0,50.0,120.0,100.0,121.42857142857143,84.93695140682212
2023-05-02,0.0,300.0,50.0,120.0,112.85714285714286,94.64218328600624
2023-05-02,0.0,0.0,300.0,50.0,101.42857142857143,103.67072415883945
2023-05-02,90.0,0.0,0.0,300.0,94.28571428571429,102.2834530210233
2023-05-02,700.0,90.0,0.0,0.0,180.0,251.06440076867239
2023-05-02,90.0,700.0,90.0,0.0,175.71428571428572,252.51119730004842
2023-05-02,120.0,90.0,700.0,90.0,185.71428571428572,248.04953422365188
2023-05-02,230.0,120.0,90.0,700.0,175.71428571428572,244.0530777554423
2023-05-02,60.0,230.0,120.0,90.0,184.28571428571428,237.827468476423
2023-05-02,140.0,60.0,230.0,120.0,204.28571428571428,225.30402739832238
2023-05-02,80.0,140.0,60.0,230.0,202.85714285714286,226.17944835272297
2023-05-02,90.0,80.0,140.0,60.0,115.71428571428571,56.82051943242486
2023-05-02,70.0,90.0,80.0,140.0,112.85714285714286,58.79747322072605
2023-05-02,60.0,70.0,90.0,80.0,104.28571428571429,61.87545093630074
2023-05-02,180.0,60.0,70.0,90.0,97.14285714285714,45.72172558505765
2023-05-01,1000.0,180.0,60.0,70.0,231.42857142857142,341.58593703627736
2023-05-01,90.0,1000.0,180.0,60.0,224.28571428571428,344.3281933880873
2023-05-01,120.0,90.0,1000.0,180.0,230.0,341.85767018843666
2023-05-01,60.0,120.0,90.0,1000.0,225.71428571428572,344.0860911098229
2023-05-01,40.0,60.0,120.0,90.0,221.42857142857142,346.5269865118035
2023-05-01,40.0,40.0,60.0,120.0,218.57142857142858,348.158420427088
2023-05-01,80.0,40.0,40.0,60.0,204.28571428571428,352.03490086718773
2023-05-01,140.0,80.0,40.0,40.0,81.42857142857143,38.48314411468381
2023-05-01,60.0,140.0,80.0,40.0,77.14285714285714,39.03600291793029
2023-05-01,340.0,60.0,140.0,80.0,108.57142857142857,107.614833461524
2023-05-01,0.0,340.0,60.0,140.0,100.0,114.30952132987798
2023-05-01,0.0,0.0,340.0,60.0,94.28571428571429,118.7233679409292
2023-05-01,80.0,0.0,0.0,340.0,100.0,116.61903789690241
2023-05-01,140.0,80.0,0.0,0.0,108.57142857142857,117.10800875382043
2023-05-01,60.0,140.0,80.0,0.0,97.14285714285714,117.43285822322196
2023-05-01,100.0,60.0,140.0,80.0,102.85714285714286,116.29191512658431
2023-05-01,50.0,100.0,60.0,140.0,61.42857142857143,51.13008619477223
2023-05-01,120.0,50.0,100.0,60.0,78.57142857142857,47.056197405706875
2023-05-01,50.0,120.0,50.0,100.0,85.71428571428571,35.52329886009898
2023-05-01,50.0,50.0,120.0,50.0,81.42857142857143,38.047589248442414
2023-05-01,100.0,50.0,50.0,120.0,75.71428571428571,29.92052966170942
2023-05-01,0.0,100.0,50.0,50.0,67.14285714285714,41.51878519187012
2023-04-28,100.0,0.0,100.0,50.0,67.14285714285714,41.51878519187012
2023-04-28,140.0,100.0,0.0,100.0,80.0,48.64839839774593
2023-04-28,60.0,140.0,100.0,0.0,71.42857142857143,45.617456975937564
2023-04-28,60.0,60.0,140.0,100.0,72.85714285714286,44.986770542112254
2023-04-28,50.0,60.0,60.0,140.0,72.85714285714286,44.986770542112254
2023-04-28,630.0,50.0,60.0,60.0,148.57142857142858,216.67399255014033
2023-04-28,300.0,630.0,50.0,60.0,191.42857142857142,212.00853531784585
2023-04-28,300.0,300.0,630.0,50.0,220.0,211.1081871142518
2023-04-28,0.0,300.0,300.0,630.0,200.0,226.05309110914467
2023-04-28,500.0,0.0,300.0,300.0,262.85714285714283,241.29610341613238
2023-04-28,50.0,500.0,0.0,300.0,261.42857142857144,242.72265183596903
2023-04-28,230.0,50.0,500.0,0.0,287.14285714285717,225.51528297909704
2023-04-28,270.0,230.0,50.0,500.0,235.71428571428572,168.01360489130258
2023-04-28,270.0,270.0,230.0,50.0,231.42857142857142,166.47608150808034
2023-04-28,50.0,270.0,270.0,230.0,195.71428571428572,175.86520812420713
2023-04-28,90.0,50.0,270.0,270.0,208.57142857142858,161.90826326745955
2023-04-28,60.0,90.0,50.0,270.0,145.71428571428572,105.49204438520773
2023-04-28,140.0,60.0,90.0,50.0,158.57142857142858,97.02724212449274
2023-04-28,80.0,140.0,60.0,90.0,137.14285714285714,95.16902257111849
2023-04-28,270.0,80.0,140.0,60.0,137.14285714285714,95.16902257111849
2023-04-28,80.0,270.0,80.0,140.0,110.0,76.15773105863366
2023-04-28,140.0,80.0,270.0,80.0,122.85714285714286,71.81324987174752
2023-04-27,260.0,140.0,80.0,270.0,147.14285714285714,86.1615315776637
2023-04-27,120.0,260.0,140.0,80.0,155.71428571428572,78.7098348063145
2023-04-27,100.0,120.0,260.0,140.0,150.0,81.44527815246596
2023-04-27,230.0,100.0,120.0,260.0,171.42857142857142,79.67194642795096
2023-04-27,230.0,230.0,100.0,120.0,165.71428571428572,72.53898787482491
2023-04-27,50.0,230.0,230.0,100.0,161.42857142857142,79.04188160474342
2023-04-27,0.0,50.0,230.0,230.0,141.42857142857142,100.23781246425051
2023-04-27,320.0,0.0,50.0,230.0,150.0,113.7248140615431
2023-04-27,40.0,320.0,0.0,50.0,138.57142857142858,121.02734834581088
2023-04-27,0.0,40.0,320.0,0.0,124.28571428571429,131.7645808322705
2023-04-27,270.0,0.0,40.0,320.0,130.0,137.8404875208993
2023-04-27,100.0,270.0,0.0,40.0,111.42857142857143,130.6941176218408
2023-04-27,120.0,100.0,270.0,0.0,121.42857142857143,127.85780792590741
2023-04-27,140.0,120.0,100.0,270.0,141.42857142857142,116.10750355145696
2023-04-27,60.0,140.0,120.0,100.0,104.28571428571429,87.5323069609383
2023-04-24,60.0,60.0,140.0,120.0,107.14285714285714,85.38428538364282
2023-04-24,140.0,60.0,60.0,140.0,127.14285714285714,71.34757312253433
2023-04-24,80.0,140.0,60.0,60.0,100.0,34.64101615136544
2023-04-24,10.0,80.0,140.0,60.0,87.14285714285714,48.55041562275244
2023-04-24,100.0,10.0,80.0,140.0,84.28571428571429,46.85336802447865
2023-04-24,120.0,100.0,10.0,80.0,81.42857142857143,43.36994790118523
2023-04-24,140.0,120.0,100.0,10.0,92.85714285714286,47.157284949503584
2023-04-24,60.0,140.0,120.0,100.0,92.85714285714286,47.157284949503584
2023-04-24,29.25,60.0,140.0,120.0,77.03571428571429,47.28293133084317
2023-04-24,39.4,29.25,60.0,140.0,71.23571428571428,49.30556691257649
2023-04-24,240.0,39.4,29.25,60.0,104.09285714285714,72.75605603986075
2023-04-24,32.25,240.0,39.4,29.25,94.41428571428571,77.7277123161612
2023-04-24,29.25,32.25,240.0,39.4,81.45,80.27539058349373
2023-04-24,39.4,29.25,32.25,240.0,67.07857142857144,76.98394235781579
2023-04-24,32.25,39.4,29.25,32.25,63.114285714285714,78.11538321763015
2023-04-24,257.8,32.25,39.4,29.25,95.76428571428572,104.80589882525977
2023-04-24,257.8,257.8,32.25,39.4,126.96428571428571,117.02579386003167
2023-04-24,257.8,257.8,257.8,32.25,129.50714285714287,120.04573235705658
2023-04-24,80.0,257.8,257.8,257.8,136.32857142857145,114.84202866380521
2023-04-24,60.0,80.0,257.8,257.8,140.7214285714286,110.57222321911712
2023-04-24,140.0,60.0,80.0,257.8,155.09285714285716,101.3624043904285
2023-04-24,29.25,140.0,60.0,80.0,154.66428571428574,101.97286695605517
2023-04-24,39.4,29.25,140.0,60.0,123.46428571428571,98.51023091657682
2023-04-24,32.4,39.4,29.25,140.0,91.26428571428572,82.87976589757746
2023-04-24,259.05,32.4,39.4,29.25,91.44285714285715,83.29867160090454
2023-04-24,80.0,259.05,32.4,39.4,91.44285714285715,83.29867160090454
2023-04-24,140.0,80.0,259.05,32.4,102.87142857142858,83.75248183955433
2023-04-24,90.0,140.0,80.0,259.05,95.72857142857143,82.17549237831315
2023-04-24,120.0,90.0,140.0,80.0,108.69285714285715,76.93077206472948
2023-04-24,200.0,120.0,90.0,140.0,131.6357142857143,76.7690623139988
2023-04-22,270.0,200.0,120.0,90.0,165.57857142857145,78.09509084625589
2023-04-22,60.0,270.0,200.0,120.0,137.14285714285714,74.54624643227898
2023-04-22,50.0,60.0,270.0,200.0,132.85714285714286,79.10210399946426
2023-04-22,60.0,50.0,60.0,270.0,121.42857142857143,83.55209381548478
2023-04-22,140.0,60.0,50.0,60.0,128.57142857142858,82.54868693253039
2023-04-22,100.0,140.0,60.0,50.0,125.71428571428571,83.23804075403639
2023-04-22,230.0,100.0,140.0,60.0,130.0,88.31760866327394
2023-04-22,60.0,230.0,100.0,140.0,100.0,65.5743852430136
2023-04-22,140.0,60.0,230.0,100.0,111.42857142857143,64.40201120786698
2023-04-22,80.0,140.0,60.0,230.0,115.71428571428571,60.513674172900316
2023-04-22,60.0,80.0,140.0,60.0,115.71428571428571,60.513674172900316
2023-04-22,140.0,60.0,80.0,140.0,115.71428571428571,60.513674172900316
2023-04-22,80.0,140.0,60.0,80.0,112.85714285714286,61.836959205710464
2023-04-22,8.0,80.0,140.0,60.0,81.14285714285714,46.85946567993128
2023-04-22,60.0,8.0,80.0,140.0,81.14285714285714,46.85946567993128
2023-04-22,140.0,60.0,8.0,80.0,81.14285714285714,46.85946567993128
2023-04-22,80.0,140.0,60.0,8.0,81.14285714285714,46.85946567993128
2023-04-21,80.0,80.0,140.0,60.0,84.0,45.95650117229484
2023-04-21,60.0,80.0,80.0,140.0,72.57142857142857,39.15293578968892
2023-04-21,40.0,60.0,80.0,80.0,66.85714285714286,40.77347410357995
2023-04-21,40.0,40.0,60.0,80.0,71.42857142857143,34.364987719356186
2023-04-21,350.0,40.0,40.0,60.0,112.85714285714286,109.95670143504381
2023-04-21,100.0,350.0,40.0,40.0,107.14285714285714,109.34872133290826
2023-04-21,100.0,100.0,350.0,40.0,110.0,108.78112581386766
2023-04-21,200.0,100.0,100.0,350.0,127.14285714285714,112.65201369915847
2023-04-21,200.0,200.0,100.0,100.0,147.14285714285714,111.16268644262823
2023-04-21,50.0,200.0,200.0,100.0,148.57142857142858,109.60969717267236
2023-04-21,200.0,50.0,200.0,200.0,171.42857142857142,99.40297973879676
2023-04-21,90.0,200.0,50.0,200.0,134.28571428571428,63.73307431706059
2023-04-21,270.0,90.0,200.0,50.0,158.57142857142858,79.04188160474348
2023-04-21,164.8,270.0,90.0,200.0,167.82857142857142,74.71505234969925
2023-04-21,60.0,164.8,270.0,90.0,147.82857142857142,82.95182767296292
2023-04-21,140.0,60.0,164.8,270.0,139.25714285714284,79.69857500069917
2023-04-21,80.0,140.0,60.0,164.8,143.54285714285714,74.75200905087485
2023-04-21,270.0,80.0,140.0,60.0,153.54285714285714,87.2077759748259
2023-04-21,230.0,270.0,80.0,140.0,173.54285714285714,86.2546396267593
2023-04-21,140.0,230.0,270.0,80.0,154.97142857142856,75.3282088438208
2023-04-21,50.0,140.0,230.0,270.0,138.57142857142858,84.74050024015432
2023-04-21,90.0,50.0,140.0,230.0,142.85714285714286,80.77010290824657
2023-04-21,29.95,90.0,50.0,140.0,127.13571428571429,91.42626680502687
2023-04-21,270.0,29.95,90.0,50.0,154.27857142857144,102.6189223013229
2023-04-21,230.0,270.0,29.95,90.0,148.56428571428572,96.00136593769895
2023-04-21,270.0,230.0,270.0,29.95,154.27857142857144,102.6189223013229
2023-04-21,80.0,270.0,230.0,270.0,145.70714285714286,106.44482306407427
2023-04-21,140.0,80.0,270.0,230.0,158.56428571428572,98.06339239782942
2023-04-21,60.0,140.0,80.0,270.0,154.27857142857144,102.130520483766
2023-04-21,60.0,60.0,140.0,80.0,158.57142857142858,96.51054716602196
2023-04-21,80.0,60.0,60.0,140.0,131.42857142857142,86.10624666239327
2023-04-21,140.0,80.0,60.0,60.0,118.57142857142857,74.92853738252799
2023-04-21,0.0,140.0,80.0,60.0,80.0,48.98979485565463
2023-04-21,270.0,0.0,140.0,80.0,107.14285714285714,86.93182879211746
2023-04-21,60.0,270.0,0.0,140.0,95.71428571428571,87.15066319447743
2023-04-21,40.0,60.0,270.0,0.0,92.85714285714286,88.82835240212066
2023-04-21,40.0,40.0,60.0,270.0,90.0,90.36961141150164
2023-04-21,90.0,40.0,40.0,60.0,91.42857142857143,90.26416258747538
2023-04-21,1700.0,90.0,40.0,40.0,314.2857142857143,617.3021178984437
2023-04-21,60.0,1700.0,90.0,40.0,322.85714285714283,612.6095626012343
2023-04-21,140.0,60.0,1700.0,90.0,304.2857142857143,616.437537870008
2023-04-21,80.0,140.0,60.0,1700.0,307.14285714285717,615.1616125245536
2023-04-21,50.0,80.0,140.0,60.0,308.57142857142856,614.4490369816023
2023-04-21,100.0,50.0,80.0,140.0,317.14285714285717,610.4838050189993
2023-04-20,0.0,100.0,50.0,80.0,304.2857142857143,616.9780423660992
2023-04-20,0.0,0.0,100.0,50.0,61.42857142857143,51.130086194771025
2023-04-20,55.4,0.0,0.0,100.0,60.771428571428565,51.18104187702754
2023-04-20,94.35,55.4,0.0,0.0,54.25,41.3715784083589
2023-04-20,36.35,94.35,55.4,0.0,48.01428571428572,40.114011624
2023-04-20,29.25,36.35,94.35,55.4,45.050000000000004,40.7051389056997
2023-04-20,348.45,29.25,36.35,94.35,80.54285714285713,122.58011471608498
2023-04-20,90.0,348.45,29.25,36.35,93.39999999999999,117.33175898564599
2023-04-20,1700.0,90.0,348.45,29.25,336.25714285714287,611.307793061026
2023-04-20,1700.0,1700.0,90.0,348.45,571.1999999999999,778.5360332059139
2023-04-20,1700.0,1700.0,1700.0,90.0,800.5785714285714,848.0577755756301
2023-04-20,29.25,1700.0,1700.0,1700.0,799.5642857142857,849.1277091395448
2023-04-20,39.4,29.25,1700.0,1700.0,801.0142857142856,847.6003503589244
2023-04-20,32.4,39.4,29.25,1700.0,755.8642857142858,883.3876040156842
2023-04-20,223.2,32.4,39.4,29.25,774.8928571428571,867.9538526656488
2023-04-20,32.25,223.2,32.4,39.4,536.6428571428571,797.748612465403
2023-04-18,80.0,32.25,223.2,32.4,305.2142857142857,618.9541802604648
2023-04-18,60.0,80.0,32.25,223.2,70.92857142857143,69.64188070132697
2023-04-18,140.0,60.0,80.0,32.25,86.75,71.15884227088134
2023-04-18,40.0,140.0,60.0,80.0,86.83571428571429,71.09263155843647
2023-04-18,40.0,40.0,140.0,60.0,87.92142857142858,70.174852197573
2023-04-18,40.0,40.0,40.0,140.0,61.75,38.18513017740628
2023-04-18,140.0,40.0,40.0,40.0,77.14285714285714,45.35573676109427
2023-04-18,60.0,140.0,40.0,40.0,74.28571428571429,45.77377082169342
2023-04-18,80.0,60.0,140.0,40.0,77.14285714285714,45.35573676109427
2023-04-18,120.0,80.0,60.0,140.0,74.28571428571429,41.17326918325665
2023-04-18,8.0,120.0,80.0,60.0,69.71428571428571,46.9812525933154
2023-04-18,10.0,8.0,120.0,80.0,65.42857142857143,51.31230243276153
2023-04-18,100.0,10.0,8.0,120.0,74.0,51.36795369357712
2023-04-18,120.0,100.0,10.0,8.0,71.14285714285714,47.49536318219218
2023-04-18,140.0,120.0,100.0,10.0,82.57142857142857,53.59992892673657
2023-04-18,150.0,140.0,120.0,100.0,92.57142857142857,59.270164340511386
2023-04-18,300.0,150.0,140.0,120.0,118.28571428571429,98.93047101493543
2023-04-18,60.0,300.0,150.0,140.0,125.71428571428571,90.89502055615401
2023-04-18,140.0,60.0,300.0,150.0,144.28571428571428,75.24562952028302
2023-04-18,195.7,140.0,60.0,300.0,157.95714285714286,74.54895163900788
2023-04-18,36.35,195.7,140.0,60.0,146.00714285714284,87.26703476767034
